compound_key_inchikey,chembl_id,drug_name,smiles,smiles_stripped,inchikey_stripped,phase,status,source,gene_symbol,ensg_id,pathway_id,pathway_name,mechanismOfAction,disease_id,disease_name,pathway_url,is_known_aml_drug
ZXBFYBLSJMEBEP-UHFFFAOYSA-N,CHEMBL3545155,JI-101,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,ZXBFYBLSJMEBEP-UHFFFAOYSA-N,1.0,Completed,pathway,KDR,ENSG00000128052,R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerizatio,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-195399,False
GNNDEPIMDAZHRQ-UHFFFAOYSA-N,CHEMBL3545365,ALTIRATINIB,O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1,O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1,GNNDEPIMDAZHRQ-UHFFFAOYSA-N,1.0,Terminated,pathway,KDR,ENSG00000128052,R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerizatio,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-195399,False
MCTXSDCWFQAGFS-UEXNTNOUSA-N,CHEMBL1277072,HENATINIB,Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2,Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2,MCTXSDCWFQAGFS-UEXNTNOUSA-N,1.0,Terminated,pathway,KDR,ENSG00000128052,R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerizatio,,MONDO_0004992,cancer,https://reactome.org/PathwayBrowser/#/R-HSA-195399,False
UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL24828,VANDETANIB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,UHTHHESEBZOYNR-UHFFFAOYSA-N,4.0,,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
RITAVMQDGBJQJZ-FMIVXFBMSA-N,CHEMBL1289926,AXITINIB,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,RITAVMQDGBJQJZ-FMIVXFBMSA-N,4.0,,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
FNHKPVJBJVTLMP-UHFFFAOYSA-N,CHEMBL1946170,REGORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,FNHKPVJBJVTLMP-UHFFFAOYSA-N,4.0,,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
WINHZLLDWRZWRT-ATVHPVEESA-N,CHEMBL535,SUNITINIB,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,WINHZLLDWRZWRT-ATVHPVEESA-N,4.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000681,renal cell carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CUIHSIWYWATEQL-UHFFFAOYSA-N,4.0,,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000691,sarcoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
LBWFXVZLPYTWQI-IPOVEDGCSA-N,CHEMBL1567,SUNITINIB MALATE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,LBWFXVZLPYTWQI-IPOVEDGCSA-N,4.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000681,renal cell carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
WOSKHXYHFSIKNG-UHFFFAOYSA-N,CHEMBL2105704,LENVATINIB MESYLATE,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,WOSKHXYHFSIKNG-UHFFFAOYSA-N,4.0,,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000681,renal cell carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
SPMVMDHWKHCIDT-UHFFFAOYSA-N,CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,SPMVMDHWKHCIDT-UHFFFAOYSA-N,4.0,,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000681,renal cell carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
MMMVNAGRWOJNMW-FJBFXRHMSA-N,CHEMBL3039504,NINTEDANIB ESYLATE,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,MMMVNAGRWOJNMW-FJBFXRHMSA-N,4.0,,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000717,systemic scleroderma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
WOSKHXYHFSIKNG-UHFFFAOYSA-N,CHEMBL1289601,LENVATINIB,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,WOSKHXYHFSIKNG-UHFFFAOYSA-N,4.0,,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
BALLNEJQLSTPIO-UHFFFAOYSA-N,CHEMBL4303214,FRUQUINTINIB,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,BALLNEJQLSTPIO-UHFFFAOYSA-N,4.0,,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0004142,colorectal neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
WCWUXEGQKLTGDX-LLVKDONJSA-N,CHEMBL377300,BRIVANIB,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,WCWUXEGQKLTGDX-LLVKDONJSA-N,3.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000182,hepatocellular carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
KSMZEXLVHXZPEF-UHFFFAOYSA-N,CHEMBL4303201,CATEQUENTINIB,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1,KSMZEXLVHXZPEF-UHFFFAOYSA-N,3.0,Recruiting,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000182,hepatocellular carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
MPVGZUGXCQEXTM-UHFFFAOYSA-N,CHEMBL223360,LINIFANIB,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,MPVGZUGXCQEXTM-UHFFFAOYSA-N,3.0,Terminated,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000182,hepatocellular carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
GKEYKDOLBLYGRB-LGMDPLHJSA-N,CHEMBL1278146,FAMITINIB,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,GKEYKDOLBLYGRB-LGMDPLHJSA-N,3.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000365,colorectal adenocarcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL477772,PAZOPANIB,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CUIHSIWYWATEQL-UHFFFAOYSA-N,3.0,"Active, not recruiting",pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000349,clear cell renal carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
SPMVMDHWKHCIDT-UHFFFAOYSA-N,CHEMBL1289494,TIVOZANIB,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,SPMVMDHWKHCIDT-UHFFFAOYSA-N,3.0,,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
XXJWYDDUDKYVKI-UHFFFAOYSA-N,CHEMBL491473,CEDIRANIB,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,XXJWYDDUDKYVKI-UHFFFAOYSA-N,3.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000519,glioblastoma multiforme,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
BRKWREZNORONDU-UHFFFAOYSA-N,CHEMBL5095033,IBCASERTIB,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,BRKWREZNORONDU-UHFFFAOYSA-N,3.0,Recruiting,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000702,small cell lung carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
XZXHXSATPCNXJR-ZIADKAODSA-N,CHEMBL502835,NINTEDANIB,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,XZXHXSATPCNXJR-ZIADKAODSA-N,3.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000768,idiopathic pulmonary fibrosis,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
TTZSNFLLYPYKIL-UHFFFAOYSA-N,CHEMBL4297190,SURUFATINIB,Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,TTZSNFLLYPYKIL-UHFFFAOYSA-N,3.0,,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
PIQCTGMSNWUMAF-UHFFFAOYSA-N,CHEMBL522892,DOVITINIB,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,PIQCTGMSNWUMAF-UHFFFAOYSA-N,3.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000681,renal cell carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
RAHBGWKEPAQNFF-UHFFFAOYSA-N,CHEMBL572881,MOTESANIB,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,RAHBGWKEPAQNFF-UHFFFAOYSA-N,3.0,Terminated,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0003060,non-small cell lung carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
YCOYDOIWSSHVCK-UHFFFAOYSA-N,CHEMBL101253,VATALANIB,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,YCOYDOIWSSHVCK-UHFFFAOYSA-N,3.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_1000657,rectum cancer,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
WUWDLXZGHZSWQZ-WQLSENKSSA-N,CHEMBL276711,SEMAXANIB,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,WUWDLXZGHZSWQZ-WQLSENKSSA-N,3.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,MONDO_0005575,colorectal cancer,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
LTEJRLHKIYCEOX-OCCSQVGLSA-N,CHEMBL270995,BRIVANIB ALANINATE,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,LTEJRLHKIYCEOX-OCCSQVGLSA-N,3.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,MONDO_0005575,colorectal cancer,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
AEULIVPVIDOLIN-UHFFFAOYSA-N,CHEMBL2010872,CEP-11981,CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,AEULIVPVIDOLIN-UHFFFAOYSA-N,2.0,Recruiting,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000196,metastatic prostate cancer,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
DMQYDVBIPXAAJA-VHXPQNKSSA-N,CHEMBL5314391,XL-999,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,DMQYDVBIPXAAJA-VHXPQNKSSA-N,2.0,Terminated,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000222,acute myeloid leukemia,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
CUDVHEFYRIWYQD-UHFFFAOYSA-N,CHEMBL2220486,LUCITANIB,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,CUDVHEFYRIWYQD-UHFFFAOYSA-N,2.0,Terminated,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000702,small cell lung carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
CXQHYVUVSFXTMY-UHFFFAOYSA-N,CHEMBL1230609,FORETINIB,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,CXQHYVUVSFXTMY-UHFFFAOYSA-N,2.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
YRCHYHRCBXNYNU-UHFFFAOYSA-N,CHEMBL3989914,GLESATINIB,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,YRCHYHRCBXNYNU-UHFFFAOYSA-N,2.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0003060,non-small cell lung carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
CTNPALGJUAXMMC-PMFHANACSA-N,CHEMBL1721885,SU-014813,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,CTNPALGJUAXMMC-PMFHANACSA-N,2.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0003869,breast neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
CSGQVNMSRKWUSH-IAGOWNOFSA-N,CHEMBL3545396,BMS-690514,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,CSGQVNMSRKWUSH-IAGOWNOFSA-N,2.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0003060,non-small cell lung carcinoma,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
QFCXANHHBCGMAS-UHFFFAOYSA-N,CHEMBL2079588,TELATINIB,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,QFCXANHHBCGMAS-UHFFFAOYSA-N,2.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,MONDO_0001056,gastric cancer,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
WPHKIQPVPYJNAX-UHFFFAOYSA-N,CHEMBL1980297,ILORASERTIB,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,WPHKIQPVPYJNAX-UHFFFAOYSA-N,2.0,Terminated,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,MONDO_0004992,cancer,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
MAFACRSJGNJHCF-UHFFFAOYSA-N,CHEMBL5314406,4SC-203,COc1ccc(C)cc1NC(=O)Nc1nc2ccc(Nc3ncnc4cc(OCCCN5CCN(C)CC5)c(OC)cc34)cc2s1,COc1ccc(C)cc1NC(=O)Nc1nc2ccc(Nc3ncnc4cc(OCCCN5CCN(C)CC5)c(OC)cc34)cc2s1,MAFACRSJGNJHCF-UHFFFAOYSA-N,1.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000222,acute myeloid leukemia,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
FGTCROZDHDSNIO-UHFFFAOYSA-N,CHEMBL1614710,OSI-930,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,FGTCROZDHDSNIO-UHFFFAOYSA-N,1.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
UOVCGJXDGOGOCZ-UHFFFAOYSA-N,CHEMBL1980391,RG-1530,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,UOVCGJXDGOGOCZ-UHFFFAOYSA-N,1.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
DZFZXPPHBWCXPQ-UHFFFAOYSA-N,CHEMBL2180604,TAK-593,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,DZFZXPPHBWCXPQ-UHFFFAOYSA-N,1.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
JXDYOSVKVSQGJM-UHFFFAOYSA-N,CHEMBL3109738,JNJ-26483327,COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3,COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3,JXDYOSVKVSQGJM-UHFFFAOYSA-N,1.0,Completed,pathway,FLT4,ENSG00000037280,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcriptio,,MONDO_0004992,cancer,https://reactome.org/PathwayBrowser/#/R-HSA-9013695,False
UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL24828,VANDETANIB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,UHTHHESEBZOYNR-UHFFFAOYSA-N,4.0,,pathway,FLT4,ENSG00000037280,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9856530,False
RITAVMQDGBJQJZ-FMIVXFBMSA-N,CHEMBL1289926,AXITINIB,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,RITAVMQDGBJQJZ-FMIVXFBMSA-N,4.0,,pathway,FLT4,ENSG00000037280,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9856530,False
FNHKPVJBJVTLMP-UHFFFAOYSA-N,CHEMBL1946170,REGORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,FNHKPVJBJVTLMP-UHFFFAOYSA-N,4.0,,pathway,FLT4,ENSG00000037280,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell,,EFO_0000616,neoplasm,https://reactome.org/PathwayBrowser/#/R-HSA-9856530,False
