chembl_id,pref_name,n_moa_rows,moa_actions,moa_text,moa_target_chembl_ids,n_assay_rows,n_unique_assays,n_unique_targets_assayed,has_moa,has_assay,n_unique_targets,target_chembl_ids,target_descriptions,target_uniprot_ids,n_unique_pathways,pathways,has_target_info,has_pathway_info
CHEMBL1092926,,1.0,,,,11.0,11.0,5.0,True,True,5.0,CHEMBL1862; CHEMBL2148; CHEMBL2835; CHEMBL2971; CHEMBL3553,Tyrosine-protein kinase JAK1; Tyrosine-protein kinase JAK2; Tyrosine-protein kinase JAK3; Non-receptor tyrosine-protein kinase TYK2; Tyrosine-protein kinase ABL1,P23458; O60674; P52333; P29597; P00519,0.0,,True,False
CHEMBL1738731,,1.0,,,,1.0,1.0,1.0,True,True,1.0,CHEMBL3717,Hepatocyte growth factor receptor,P08581,0.0,,True,False
CHEMBL77538,,1.0,,,,25.0,25.0,4.0,True,True,4.0,CHEMBL284; CHEMBL3976; CHEMBL4653; CHEMBL4657,Dipeptidyl peptidase 4; Dipeptidyl peptidase 2; Dipeptidyl peptidase 8,P27487; Q9UHL4; P14740; Q6V1X1,0.0,,True,False
CHEMBL3360305,,1.0,,,,2.0,2.0,2.0,True,True,2.0,CHEMBL1075132; CHEMBL3880,"Heat shock protein HSP 90-alpha; Heat shock protein 75 kDa, mitochondrial",P07900; Q12931,0.0,,True,False
CHEMBL458997,,1.0,,,,132.0,132.0,97.0,True,True,97.0,CHEMBL1075104; CHEMBL1075115; CHEMBL1075167; CHEMBL1824; CHEMBL1844; CHEMBL1868; CHEMBL1913; CHEMBL1957; CHEMBL1974; CHEMBL1981; CHEMBL203; CHEMBL2041; CHEMBL2185; CHEMBL2276; CHEMBL2292; CHEMBL2345; CHEMBL2349; CHEMBL2468; CHEMBL2527; CHEMBL2534; CHEMBL258; CHEMBL2595; CHEMBL2599; CHEMBL260; CHEMBL2637; CHEMBL2689; CHEMBL2695; CHEMBL2742; CHEMBL279; CHEMBL2801; CHEMBL2828; CHEMBL2873; CHEMBL2938; CHEMBL2959; CHEMBL2964; CHEMBL2971; CHEMBL3009; CHEMBL301; CHEMBL3024; CHEMBL3055; CHEMBL308; CHEMBL3234; CHEMBL3357; CHEMBL3629; CHEMBL3650; CHEMBL3717; CHEMBL3778; CHEMBL3788; CHEMBL3829; CHEMBL3835; CHEMBL3836; CHEMBL3982; CHEMBL4036; CHEMBL4040; CHEMBL4045; CHEMBL4121; CHEMBL4179; CHEMBL4202; CHEMBL4203; CHEMBL4204; CHEMBL4223; CHEMBL4225; CHEMBL4247; CHEMBL4273; CHEMBL4375; CHEMBL4482; CHEMBL4501; CHEMBL4525; CHEMBL4575; CHEMBL4576; CHEMBL4578; CHEMBL4599; CHEMBL4601; CHEMBL4630; CHEMBL4722; CHEMBL4852; CHEMBL4897; CHEMBL4900; CHEMBL5251; CHEMBL5261; CHEMBL5284; CHEMBL5407; CHEMBL5408; CHEMBL5443; CHEMBL5455; CHEMBL5518; CHEMBL5543; CHEMBL5568; CHEMBL5600; CHEMBL5627; CHEMBL5650; CHEMBL5683; CHEMBL5699; CHEMBL5703; CHEMBL5754; CHEMBL5819; CHEMBL6003,"ALK tyrosine kinase receptor; Insulin receptor; Calcium/calmodulin-dependent protein kinase type II subunit gamma; Mitogen-activated protein kinase 10; Mitogen-activated protein kinase kinase kinase 10; Tyrosine-protein kinase SYK; Serine/threonine-protein kinase TBK1; MAP/microtubule affinity-regulating kinase 4; Macrophage-stimulating protein receptor; Macrophage colony-stimulating factor 1 receptor; Tyrosine-protein kinase JAK2; Serine/threonine-protein kinase PLK4; Leukocyte tyrosine kinase receptor; 5'-AMP-activated protein kinase catalytic subunit alpha-1; Proto-oncogene tyrosine-protein kinase receptor Ret; Serine/threonine-protein kinase BRSK1; Mitogen-activated protein kinase 14; cGMP-dependent protein kinase 1; Serine/threonine-protein kinase D2; Dual specificity mitogen-activated protein kinase kinase 2; Ribosomal protein S6 kinase alpha-3; Tyrosine-protein kinase FRK; Phosphorylase b kinase gamma catalytic chain, liver/testis isoform; Ribosomal protein S6 kinase beta-1; Dual specificity tyrosine-phosphorylation-regulated kinase 1A; Dual specificity protein kinase CLK2; Serine/threonine-protein kinase PLK3; Tyrosine-protein kinase HCK; LIM domain kinase 1; Calcium/calmodulin-dependent protein kinase kinase 2; Serine/threonine-protein kinase Chk1; Dual specificity tyrosine-phosphorylation-regulated kinase 1B; Leucine-rich repeat serine/threonine-protein kinase 2; Serine/threonine-protein kinase 17A; MAP/microtubule affinity-regulating kinase 3; Aurora kinase A; Vascular endothelial growth factor receptor 2; Cyclin-dependent kinase 2; Tyrosine-protein kinase Srms; Interleukin-1 receptor-associated kinase 4; Tyrosine-protein kinase Lck; Casein kinase II subunit alpha; Serine/threonine-protein kinase TAO1; Serine/threonine-protein kinase pim-3; Activated CDC42 kinase 1; Casein kinase I isoform delta; Mitogen-activated protein kinase 1; Fibroblast growth factor receptor 1; Platelet-derived growth factor receptor beta; Focal adhesion kinase 1; Aurora kinase B; ",Q9UM73; P06213; Q13555; P53779; Q02779; P43405; Q9UHD2; Q96L34; Q04912; P07333; O60674; O00444; P29376; Q13131; P07949; Q8TDC3; Q16539; Q13976; Q9BZL6; P36507; P51812; P42685; P15735; P23443; Q13627; P49760; Q9H4B4; P08631; P53667; Q96RR4; O14757; Q9Y463; Q5S007; Q9UEE5; P27448; O14965; P35968; P24941; Q9H3Y6; Q9NWZ3; P06239; P68400; Q7L7X3; Q86V86; Q07912; P48730; P28482; P11362; P09619; Q05397; Q96GD4; Q9H0K1; Q96SB4; P45984; P08922; P36888; Q00535; Q8N4C8; O43293; O96013; P07332; P51617; P00533; P51957; P45983; Q08881; P04626; O94806; O96017; O00311; Q9BXA7; Q9HBH9; Q13882; P05129; O43781; Q9NR20; Q14680; Q13554; P08069; Q06187; Q9H2X6; Q13557; P08581; P51955; Q8NE63; P06493; P50613; P17948; P16591; O15530; Q9H2G2; Q9HAZ1; Q9Y4K4; P22607; Q15303; O15075; P53350,0.0,,True,False
CHEMBL509032,TAE-684,1.0,,,,519.0,519.0,302.0,True,True,302.0,CHEMBL1075104; CHEMBL1075133; CHEMBL1075155; CHEMBL1075167; CHEMBL1075195; CHEMBL1163101; CHEMBL1163104; CHEMBL1163108; CHEMBL1163123; CHEMBL1163124; CHEMBL1163126; CHEMBL1163127; CHEMBL1163128; CHEMBL1163129; CHEMBL1770034; CHEMBL1795165; CHEMBL1824; CHEMBL1841; CHEMBL1844; CHEMBL1862; CHEMBL1868; CHEMBL1908381; CHEMBL1908382; CHEMBL1908384; CHEMBL1908385; CHEMBL1908386; CHEMBL1908387; CHEMBL1908389; CHEMBL1913; CHEMBL1936; CHEMBL1955; CHEMBL1957; CHEMBL1974; CHEMBL1981; CHEMBL2007; CHEMBL203; CHEMBL2041; CHEMBL2068; CHEMBL2073; CHEMBL2109; CHEMBL2116; CHEMBL2148; CHEMBL2171; CHEMBL2185; CHEMBL2250; CHEMBL2276; CHEMBL2292; CHEMBL2345; CHEMBL2349; CHEMBL2428; CHEMBL2468; CHEMBL2493; CHEMBL2494; CHEMBL2527; CHEMBL2534; CHEMBL2553; CHEMBL2558; CHEMBL258; CHEMBL2595; CHEMBL2599; CHEMBL2634; CHEMBL2637; CHEMBL267; CHEMBL2689; CHEMBL2695; CHEMBL2708; CHEMBL2742; CHEMBL279; CHEMBL2801; CHEMBL2803; CHEMBL2815; CHEMBL2835; CHEMBL2872; CHEMBL2873; CHEMBL2896; CHEMBL2897; CHEMBL2918; CHEMBL2959; CHEMBL2964; CHEMBL2971; CHEMBL2973; CHEMBL2996; CHEMBL2999; CHEMBL3009; CHEMBL301; CHEMBL3024; CHEMBL3032; CHEMBL3055; CHEMBL308; CHEMBL3123; CHEMBL3125; CHEMBL3231; CHEMBL3234; CHEMBL3268; CHEMBL3290; CHEMBL331; CHEMBL3357; CHEMBL3384; CHEMBL3385; CHEMBL3529; CHEMBL3542; CHEMBL3553; CHEMBL3582; CHEMBL3587; CHEMBL3650; CHEMBL3717; CHEMBL3778; CHEMBL3788; CHEMBL3829; CHEMBL3830; CHEMBL3831; CHEMBL3834; CHEMBL3835; CHEMBL3836; CHEMBL3863; CHEMBL3883330; CHEMBL3905; CHEMBL3906; CHEMBL3920; CHEMBL3935; CHEMBL3938; CHEMBL3956; CHEMBL3973; CHEMBL3980; CHEMBL3981; CHEMBL3982; CHEMBL3983; CHEMBL3987; CHEMBL3988; CHEMBL4004; CHEMBL4014; CHEMBL4036; CHEMBL4040; CHEMBL4045; CHEMBL4070; CHEMBL4101; CHEMBL4121; CHEMBL4128; CHEMBL4142; CHEMBL4147; CHEMBL4175; CHEMBL4179; CHEMBL4202; CHEMBL4203; CHEMBL4204; CHEMBL4223; CHEMBL4224; CHEMBL4225; CHEMBL4226; CHEMBL4246; CHEMBL4247; CHEMBL4267; CHEMBL4273; CHEMBL4309; CHEMBL4311; CHEMBL4312; CHEMBL4355; CHEMBL4367; CHEMBL4375; CHEMBL4439; CHEMBL4454; CHE,"Ephrin type-B receptor 4; Angiopoietin-1 receptor; Platelet-derived growth factor receptor beta; Receptor-type tyrosine-protein kinase FLT3; Vascular endothelial growth factor receptor 2; Vascular endothelial growth factor receptor 1; Fibroblast growth factor receptor 1; Proto-oncogene tyrosine-protein kinase receptor Ret; Macrophage-stimulating protein receptor; Hepatocyte growth factor receptor; BDNF/NT-3 growth factors receptor; ALK tyrosine kinase receptor; Tyrosine-protein kinase JAK2; Non-receptor tyrosine-protein kinase TYK2; Proto-oncogene tyrosine-protein kinase Src; Tyrosine-protein kinase Lyn; Cytoplasmic tyrosine-protein kinase BMX; Tyrosine-protein kinase ABL1; Tyrosine-protein kinase ZAP-70; Lysine--tRNA ligase; Insulin receptor; Dual specificity protein kinase CLK1; Mitogen-activated protein kinase 12; Tyrosine-protein kinase Mer; Aurora kinase C; Calcium/calmodulin-dependent protein kinase type II subunit delta; Aurora kinase B; 5'-AMP-activated protein kinase catalytic subunit alpha-1; Serine/threonine-protein kinase SIK3; Serine/threonine-protein kinase 16; Cyclin-dependent kinase 17; Discoidin domain-containing receptor 2; Activin receptor type-1-like; Tyrosine-protein kinase BTK; Cyclin-dependent kinase 4; Fibroblast growth factor receptor 3; Tyrosine-protein kinase JAK3; Mast/stem cell growth factor receptor Kit; Phosphorylase b kinase gamma catalytic chain, liver/testis isoform; Insulin-like growth factor 1 receptor; Mitogen-activated protein kinase kinase kinase 15; Serine/threonine-protein kinase Chk2; Receptor tyrosine-protein kinase erbB-2; Ribosomal protein S6 kinase alpha-2; Ribosomal protein S6 kinase alpha-4; Activated CDC42 kinase 1; High affinity nerve growth factor receptor; eIF-2-alpha kinase GCN2; Serine/threonine-protein kinase PAK 4; Serine/threonine-protein kinase SBK1; Misshapen-like kinase 1; Serine/threonine-protein kinase DCLK2; Receptor tyrosine-protein kinase erbB-4; Mitogen-activated protein kinase kinase kinase kinase 1;",P54760; Q02763; P09619; P36888; P35968; P17948; P11362; P07949; Q04912; P08581; Q16620; Q9UM73; O60674; P29597; P12931; P07948; P51813; P00519; P43403; Q15046; P06213; P15127; P49759; P53778; Q12866; Q9UQB9; Q13557; Q96GD4; Q13131; Q9Y2K2; O75716; Q00537; Q16832; P37023; Q06187; P11802; P22607; P52333; P10721; P15735; P08069; Q6ZN16; O96017; P04626; Q15349; O75676; Q07912; P04629; Q9P2K8; O96013; Q52WX2; Q8N4C8; Q8N568; Q15303; Q92918; Q9UF33; Q8WXR4; Q6PHR2; Q04771; Q13705; Q8WU08; Q99755; O00238; Q13873; Q13554; O14757; O43293; O75460; P51617; P27037; P30530; P51451; Q16566; P24941; P50613; P19784; Q08345; P07332; P35916; P42685; P08631; P23458; P53667; P27448; P42679; Q99759; Q16584; Q02779; P51955; P51956; Q13153; Q13177; O75914; Q9UBF8; P17612; P22694; Q15139; P27361; Q13164; P45983; P53779; Q02750; P46734; P52564; Q15835; P08922; Q15418; P45985; Q96SB4; P23443; P43405; P42680; P37173; P33981; P42681; P30291; O75385; Q9Y6E0; O14965; Q8IVH8; Q14012; O14936; O43353; O14730; Q13523; Q8IWQ3; Q13470; P49761; P49760; Q9H4B4; O94768; P36896; P36894; P41240; Q09013; P29317; P54764; Q15375; P54762; P54753; O15197; Q12851; P51812; P36897; O95382; O95835; Q9Y463; O43283; O15075; Q9UEE5; O75116; Q00535; P53355; P53350; P51817; O95747; P42684; P07333; P00533; P21709; P29320; P16591; P09769; O14976; P06239; Q02156; Q13464; P35590; P07947; Q08881; P53671; O15146; Q9H422; O94806; Q13233; Q9Y6R4; Q13882; O94804; Q9Y5S2; Q00536; P16234; Q16816; P54646; Q05655; Q16513; Q04759; Q13976; Q13237; Q13188; Q13043; Q06418; Q12852; O00506; Q96RR4; Q9Y4K4; Q9Y2U5; Q9NYY3; Q9Y616; Q15208; Q9UEW8; Q9UHD2; Q14164; P14616; O00444; Q9UIK4; Q9UPE1; Q9HC98; Q9UK32; Q9NRM7; P57058; Q8IYT8; Q9H2G2; Q14680; O60285; Q2M2I8; Q9UPZ9; Q9Y2H9; Q9Y2H1; Q9UKE5; Q9H0K1; Q9NRP7; Q59H18; Q9NWZ3; Q9UL54; Q9H2K8; Q9BZL6; Q9P289; Q8NEV4; P29323; Q7KZI7; Q6DT37; Q9HBH9; Q9NSY1; Q9NRH2; Q9NY57; Q9P0L2; Q9NQU5; Q8NI60; Q9P286; Q8IU85; Q96NX5; P57078; Q9HAZ1; Q7L7X3; Q9H2X6; P22455; P21802; Q8TBX8; Q96D53; Q56UN5; ,2.0,map00970  Aminoacyl-tRNA biosynthesis; map00562  Inositol phosphate metabolism;map01100  Metabolic pathways,True,True
CHEMBL2419706,,1.0,,,,4.0,4.0,3.0,True,True,3.0,CHEMBL1255137; CHEMBL6154; CHEMBL6164,Protein Wnt-3a; Poly [ADP-ribose] polymerase tankyrase-2; Poly [ADP-ribose] polymerase tankyrase-1,P56704; Q9H2K2; O95271,0.0,,True,False
CHEMBL3609372,,1.0,,,,9.0,9.0,2.0,True,True,2.0,CHEMBL4487; CHEMBL4600,Serine/threonine-protein kinase PAK 2; Serine/threonine-protein kinase PAK 1,Q13177; Q13153,0.0,,True,False
CHEMBL1627056,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL3586462,,1.0,,,,2.0,2.0,1.0,True,True,1.0,CHEMBL1744525,Nicotinamide phosphoribosyltransferase,P43490,1.0,map00760  Nicotinate and nicotinamide metabolism;map01100  Metabolic pathways,True,True
CHEMBL757,NANDROLONE,1.0,,,,6.0,4.0,4.0,True,True,4.0,CHEMBL1909044; CHEMBL2421; CHEMBL3072; CHEMBL3305,Corticosteroid-binding globulin; Sex hormone-binding globulin; Progesterone receptor; Androgen receptor,P08185; P04278; Q690N0; P15207,0.0,,True,False
CHEMBL1200946,NANDROLONE DECANOATE,1.0,AGONIST,Androgen Receptor agonist,CHEMBL1871,1.0,0.0,0.0,True,True,1.0,CHEMBL1871,Androgen receptor,P10275,0.0,,True,False
CHEMBL451532,NARINGIN,1.0,,,,4.0,3.0,2.0,True,True,2.0,CHEMBL1978; CHEMBL6089,Aromatase; Ubiquitin-conjugating enzyme E2 N,P11511; P61088,1.0,map00140  Steroid hormone biosynthesis;map01100  Metabolic pathways,True,True
CHEMBL1159645,NEOHESPERIDIN DIHYDROCHALCONE,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1162,NORETHINDRONE,1.0,AGONIST,Progesterone receptor agonist,CHEMBL208,19.0,14.0,7.0,True,True,7.0,CHEMBL1909044; CHEMBL2034; CHEMBL206; CHEMBL208; CHEMBL228; CHEMBL3072; CHEMBL3305,Progesterone receptor; Androgen receptor; Sex hormone-binding globulin; Estrogen receptor; Glucocorticoid receptor; Sodium-dependent serotonin transporter,P06401; P15207; P04278; P03372; P04150; Q690N0; P31645,0.0,,True,False
CHEMBL4303507,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1234916,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL3581764,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL407874,6-O-BENZYLGUANINE,1.0,,,,12.0,12.0,6.0,True,True,6.0,CHEMBL2864; CHEMBL289; CHEMBL3356; CHEMBL340; CHEMBL3622; CHEMBL5508,Methylated-DNA--protein-cysteine methyltransferase; Cytochrome P450 2D6; Cytochrome P450 3A4; Cytochrome P450 1A2; Cytochrome P450 2C19; Dual specificity tyrosine-phosphorylation-regulated kinase 1A,P16455; P10635; P08684; P05177; P33261; Q63470,2.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation,True,True
CHEMBL3187798,,1.0,,,,1.0,1.0,1.0,True,True,1.0,CHEMBL1865,Histone deacetylase 6,Q9UBN7,0.0,,True,False
CHEMBL1464276,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL560993,TIMAPIPRANT,1.0,ANTAGONIST,G protein-coupled receptor 44 antagonist,CHEMBL5071,11.0,11.0,3.0,True,True,3.0,CHEMBL2622; CHEMBL4427; CHEMBL5071,Prostaglandin D2 receptor 2; Prostaglandin D2 receptor; Aldo-keto reductase family 1 member B1,Q9Y5Y4; Q13258; P07943,1.0,map00040  Pentose and glucuronate interconversions;map00051  Fructose and mannose metabolism;map00052  Galactose metabolism;map00561  Glycerolipid metabolism;map00790  Folate biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,True,True
CHEMBL4297185,DAROLUTAMIDE,1.0,ANTAGONIST,Androgen Receptor antagonist,CHEMBL1871,7.0,5.0,1.0,True,True,1.0,CHEMBL1871,Androgen receptor,P10275,0.0,,True,False
CHEMBL598952,,1.0,,,,1.0,1.0,1.0,True,True,1.0,CHEMBL3356,Cytochrome P450 1A2,P05177,1.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,True,True
CHEMBL3770173,,1.0,,,,31.0,29.0,4.0,True,True,4.0,CHEMBL1163125; CHEMBL2176774; CHEMBL3108644; CHEMBL3132741,Peregrin; Bromodomain-containing protein 1; Bromodomain and PHD finger-containing protein 3; Bromodomain-containing protein 4,P55201; O95696; Q9ULD4; O60885,0.0,,True,False
CHEMBL4289507,,1.0,,,,5.0,5.0,2.0,True,True,2.0,CHEMBL1865; CHEMBL6136,Lysine-specific histone demethylase 1A; Histone deacetylase 6,O60341; Q9UBN7,0.0,,True,False
CHEMBL3798846,,1.0,,,,13.0,12.0,1.0,True,True,1.0,CHEMBL1075317,WD repeat-containing protein 5,P61964,0.0,,True,False
CHEMBL250711,OLEOYL DOPAMINE,1.0,,,,4.0,4.0,4.0,True,True,4.0,CHEMBL1293287; CHEMBL3397; CHEMBL340; CHEMBL4372,Lethal factor; Cytochrome P450 3A4; Cytochrome P450 2C9; Insulin-degrading enzyme,P15917; P08684; P11712; P14735,2.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation,True,True
CHEMBL1316265,,1.0,,,,2.0,2.0,2.0,True,True,2.0,CHEMBL289; CHEMBL340,Cytochrome P450 3A4; Cytochrome P450 2D6,P08684; P10635,1.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,True,True
CHEMBL3115681,NARAZACICLIB,1.0,,,,24.0,24.0,17.0,True,True,17.0,CHEMBL1841; CHEMBL1844; CHEMBL1862; CHEMBL1907600; CHEMBL1907601; CHEMBL1907602; CHEMBL1907605; CHEMBL1913; CHEMBL1974; CHEMBL2041; CHEMBL2111389; CHEMBL2111455; CHEMBL3038469; CHEMBL3038473; CHEMBL3130; CHEMBL3650; CHEMBL5784,"CDK2/Cyclin A2; Cyclin-dependent kinase 4/cyclin D1; Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform; Tyrosine-protein kinase ABL1; Fibroblast growth factor receptor 1; Platelet-derived growth factor receptor beta; Receptor-type tyrosine-protein kinase FLT3; Tyrosine-protein kinase Fyn; Macrophage colony-stimulating factor 1 receptor; CDK6/cyclin D1; NUAK family SNF1-like kinase 1; Cyclin-dependent kinase 1/cyclin B1; Cyclin-dependent kinase 2/cyclin E1; Cyclin-dependent kinase 5/CDK5 activator 1; CDK7/Cyclin H/MNAT1; CDK9/cyclin T1; Proto-oncogene tyrosine-protein kinase receptor Ret",P20248; P24385; O00329; P00519; P11362; P09619; P36888; P06241; P07333; Q00534; O60285; P14635; P24941; Q15078; P51948; P50750; P07949,1.0,map00562  Inositol phosphate metabolism;map01100  Metabolic pathways;map05163  Human cytomegalovirus infection,True,True
CHEMBL4297310,DORDAVIPRONE,1.0,,Unknown,,6.0,6.0,1.0,True,True,1.0,CHEMBL4523305,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",Q16740,0.0,,True,False
CHEMBL4071161,TIRABRUTINIB,1.0,INHIBITOR,Tyrosine-protein kinase BTK inhibitor,CHEMBL5251,22.0,22.0,9.0,True,True,9.0,CHEMBL1824; CHEMBL2250; CHEMBL258; CHEMBL3009; CHEMBL3308912; CHEMBL3834; CHEMBL4246; CHEMBL4367; CHEMBL5251,Tyrosine-protein kinase BTK; Tyrosine-protein kinase Lck; Cytoplasmic tyrosine-protein kinase BMX; Receptor tyrosine-protein kinase erbB-2; Platelet glycoprotein VI; Tyrosine-protein kinase Tec; Tyrosine-protein kinase TXK; Receptor tyrosine-protein kinase erbB-4; Tyrosine-protein kinase Blk,Q06187; P06239; P51813; P04626; Q9HCN6; P42680; P42681; Q15303; P51451,0.0,,True,False
CHEMBL4303601,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL3939289,,1.0,,,,1.0,1.0,1.0,True,True,1.0,CHEMBL2181,Prostaglandin E2 receptor EP1 subtype,P35375,0.0,,True,False
CHEMBL296908,,1.0,,,,11.0,11.0,4.0,True,True,4.0,CHEMBL1889; CHEMBL2049; CHEMBL2868; CHEMBL3996,Vasopressin V1a receptor; Oxytocin receptor,P30560; P70536; P30559; P37288,0.0,,True,False
CHEMBL168276,"3,5-DINITROCATECHOL (OR-486)",1.0,,,,5.0,5.0,3.0,True,True,3.0,CHEMBL2372; CHEMBL3194; CHEMBL3397,Catechol O-methyltransferase; Cytochrome P450 2C9; Transthyretin,P22734; P11712; P02766,2.0,map00140  Steroid hormone biosynthesis;map00350  Tyrosine metabolism;map00965  Betalain biosynthesis;map01100  Metabolic pathways; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation,True,True
CHEMBL506999,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL88588,,1.0,,,,6.0,6.0,2.0,True,True,2.0,CHEMBL3060; CHEMBL4556,Sodium- and chloride-dependent glycine transporter 2; Sodium- and chloride-dependent glycine transporter 1,Q9Y345; P28572,0.0,,True,False
CHEMBL4303417,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1553629,,1.0,,,,14.0,14.0,1.0,True,True,1.0,CHEMBL218,Cannabinoid receptor 1,P21554,0.0,,True,False
CHEMBL4303509,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL4593062,,1.0,,,,3.0,3.0,1.0,True,True,1.0,CHEMBL6136,Lysine-specific histone demethylase 1A,O60341,0.0,,True,False
CHEMBL2132692,,1.0,,,,1.0,1.0,1.0,True,True,1.0,CHEMBL2842,Serine/threonine-protein kinase mTOR,P42345,0.0,,True,False
CHEMBL3186743,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1614710,OSI-930,2.0,INHIBITOR,Stem cell growth factor receptor inhibitor; Vascular endothelial growth factor receptor inhibitor,CHEMBL1936; CHEMBL2095227,14.0,14.0,7.0,True,True,8.0,CHEMBL1795199; CHEMBL1906; CHEMBL1936; CHEMBL2041; CHEMBL2095227; CHEMBL258; CHEMBL279; CHEMBL3886,Mast/stem cell growth factor receptor Kit; Vascular endothelial growth factor receptor 2; Tyrosine-protein kinase Lck; RAF proto-oncogene serine/threonine-protein kinase; Proto-oncogene tyrosine-protein kinase receptor Ret; Receptor-interacting serine/threonine-protein kinase 3; Mitogen-activated protein kinase kinase kinase 20,P10721; P35968; P06239; P04049; P07949; Q9Y572; Q9NYL2,0.0,,True,False
CHEMBL1254024,,1.0,,,,5.0,5.0,3.0,True,True,3.0,CHEMBL1889; CHEMBL2049; CHEMBL3996,Oxytocin receptor; Vasopressin V1a receptor,P30559; P70536; P37288,0.0,,True,False
