chembl_id,pref_name,n_moa_rows,moa_actions,moa_text,moa_target_chembl_ids,n_assay_rows,n_unique_assays,n_unique_targets_assayed,has_moa,has_assay,n_unique_targets,target_chembl_ids,target_descriptions,target_uniprot_ids,n_unique_pathways,pathways,has_target_info,has_pathway_info
CHEMBL395280,HUPERZINE A,1.0,INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL220,61.0,57.0,7.0,True,True,7.0,CHEMBL1914; CHEMBL220; CHEMBL3198; CHEMBL3199; CHEMBL4078; CHEMBL4768; CHEMBL4780,Acetylcholinesterase; Cholinesterase,P22303; P37136; P23795; P04058; P06276; O42275; P21836,1.0,map00564  Glycerophospholipid metabolism,True,True
CHEMBL18794,BIS(ETHYL)SPERMINE,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL444236,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL158507,,1.0,,,,23.0,23.0,10.0,True,True,10.0,CHEMBL251; CHEMBL255; CHEMBL2605; CHEMBL302; CHEMBL318; CHEMBL3356; CHEMBL3397; CHEMBL340; CHEMBL3622; CHEMBL4975,Adenosine receptor A1; Adenosine receptor A2a; Adenosine receptor A2b; Cytochrome P450 2C9; Cytochrome P450 3A4; Cytochrome P450 2C19; Cytochrome P450 1A2,P25099; P30543; P29275; P29274; P46616; P28190; P11712; P08684; P33261; P05177,2.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,True,True
CHEMBL171623,"1,4-BUTANEDIOL",1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL3306352,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL4303426,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL4303224,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL452887,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL575239,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL336961,AZAKENPAULLONE,1.0,,,,25.0,25.0,15.0,True,True,15.0,CHEMBL1841; CHEMBL1862; CHEMBL1907600; CHEMBL1907602; CHEMBL1955; CHEMBL2094127; CHEMBL2094128; CHEMBL2147; CHEMBL2292; CHEMBL258; CHEMBL262; CHEMBL2850; CHEMBL301; CHEMBL3629; CHEMBL3669,Cyclin-dependent kinase 1/cyclin B; Cyclin-dependent kinase 5/CDK5 activator 1; Glycogen synthase kinase-3 beta; Dual specificity tyrosine-phosphorylation-regulated kinase 1A; Cyclin-dependent kinase 2; Tyrosine-protein kinase Lck; Casein kinase II subunit alpha; Glycogen synthase kinase-3 alpha; Tyrosine-protein kinase ABL1; Serine/threonine-protein kinase pim-1; Tyrosine-protein kinase Fyn; Vascular endothelial growth factor receptor 3; Cyclin-dependent kinase 1/cyclin B1; Cyclin-dependent kinase 2/cyclin A,O95067; Q15078; P49841; Q13627; P24941; P06239; P68400; P49840; P00519; P11309; P06241; P35916; P14635; P18266; P78396,0.0,,True,False
CHEMBL84844,DEOXYMANNOJIRIMYCIN,1.0,,,,2.0,2.0,2.0,True,True,2.0,CHEMBL3545; CHEMBL4176,Tissue alpha-L-fucosidase,P04066; Q2KIM0,1.0,map00511  Other glycan degradation,True,True
CHEMBL12221,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1235338,PALMITALDEHYDE,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL706,CETYL ALCOHOL,1.0,,Surfactant,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL264406,,1.0,,,,24.0,24.0,16.0,True,True,16.0,CHEMBL1781862; CHEMBL1841; CHEMBL1862; CHEMBL2276; CHEMBL2480; CHEMBL2595; CHEMBL2634; CHEMBL267; CHEMBL2828; CHEMBL301; CHEMBL3582; CHEMBL3655; CHEMBL3863; CHEMBL4147; CHEMBL4900; CHEMBL5014,Tyrosine-protein kinase Fyn; Protein kinase C epsilon type; Casein kinase I isoform delta; Tyrosine-protein kinase CSK; Mitogen-activated protein kinase 8; Proto-oncogene tyrosine-protein kinase LCK; Serine/threonine-protein kinase D1; Receptor-interacting serine/threonine-protein kinase 2; Proto-oncogene tyrosine-protein kinase Src; Tyrosine-protein kinase ABL1; Calcium/calmodulin-dependent protein kinase type II subunit alpha; Cyclin-dependent kinase 2; Calmodulin-domain protein kinase 1; Serine/threonine-protein kinase D2; Serine/threonine-protein kinase D3,P06241; Q02156; P48730; P41240; P45983; P06240; Q15139; O43353; P00523; P00519; Q9UQM7; P24941; Q9BJF5; Q9BZL6; O94806; P12931,0.0,,True,False
CHEMBL1951714,OCTACOSANOL,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL13791,PHENYL BIGUANIDE,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1398474,,1.0,,,,1.0,1.0,1.0,True,True,1.0,CHEMBL2147,Serine/threonine-protein kinase pim-1,P11309,0.0,,True,False
CHEMBL393912,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL273862,HYDROXYCAMPTOTHECIN,1.0,,,,1.0,1.0,1.0,True,True,1.0,CHEMBL1781,DNA topoisomerase 1,P11387,0.0,,True,False
CHEMBL1568415,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL107251,1400W,1.0,,,,18.0,18.0,5.0,True,True,5.0,CHEMBL3048; CHEMBL340; CHEMBL3464; CHEMBL3568; CHEMBL4481,"Nitric oxide synthase, inducible; Nitric oxide synthase 1; Cytochrome P450 3A4",P35228; P29475; P29476; P29477; P08684,2.0,map00220  Arginine biosynthesis;map00330  Arginine and proline metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,True,True
CHEMBL4303423,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1395,METHYLTESTOSTERONE,1.0,AGONIST,Androgen Receptor agonist,CHEMBL1871,11.0,8.0,5.0,True,True,6.0,CHEMBL1871; CHEMBL1909044; CHEMBL2034; CHEMBL208; CHEMBL3072; CHEMBL3305,Androgen receptor; Sex hormone-binding globulin; Glucocorticoid receptor; Progesterone receptor,P10275; P15207; P04278; P04150; Q690N0; P06401,0.0,,True,False
CHEMBL1200848,HYDROXYPROGESTERONE CAPROATE,1.0,AGONIST,Progesterone receptor agonist,CHEMBL208,6.0,6.0,6.0,True,True,6.0,CHEMBL1741171; CHEMBL1741192; CHEMBL2034; CHEMBL208; CHEMBL3072; CHEMBL3401,Progesterone receptor; Protein RecA; Replicative DNA helicase DnaB; Glucocorticoid receptor; Androgen receptor; Nuclear receptor subfamily 1 group I member 2,P06401; P9WHJ3; P9WMR3; P04150; P15207; O75469,0.0,,True,False
CHEMBL2092846,"(1S,2R)-PHENYLPROPANOLAMINE",1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL251997,,1.0,,,,17.0,17.0,7.0,True,True,7.0,CHEMBL1075029; CHEMBL226; CHEMBL251; CHEMBL255; CHEMBL256; CHEMBL3360; CHEMBL4975,Adenosine receptor A1; Adenosine receptor A2a; Adenosine receptor A3; A1 adenosine receptor; Adenosine receptor A2b,P28190; P29274; P28647; P0DMS8; P30542; Q4VQ11; P29275,0.0,,True,False
CHEMBL1356094,,1.0,,,,3.0,3.0,3.0,True,True,3.0,CHEMBL289; CHEMBL3356; CHEMBL3622,Cytochrome P450 2C19; Cytochrome P450 1A2; Cytochrome P450 2D6,P33261; P05177; P10635,2.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,True,True
CHEMBL4303395,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL273386,"2,4-DINITROPHENOL",1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL4303433,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL4303278,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL4303207,,1.0,,,,1.0,1.0,1.0,True,True,1.0,CHEMBL1865,Histone deacetylase 6,Q9UBN7,0.0,,True,False
CHEMBL169233,,1.0,,,,5.0,5.0,1.0,True,True,1.0,CHEMBL1250402,Transient receptor potential cation channel subfamily M member 2,O94759,0.0,,True,False
CHEMBL404505,,1.0,,,,10.0,9.0,5.0,True,True,5.0,CHEMBL1867; CHEMBL2039; CHEMBL2993; CHEMBL3356; CHEMBL3923,Nischarin; Amine oxidase [flavin-containing] B; Cytochrome P450 1A2; Alpha-2A adrenergic receptor,Q9Y2I1; P19643; P05177; P27338; P08913,2.0,"map00260  Glycine, serine and threonine metabolism;map00350  Tyrosine metabolism;map00360  Phenylalanine metabolism;map00410  beta-Alanine metabolism;map00950  Isoquinoline alkaloid biosynthesis;map00960  Tropane, piperidine and pyridine alkaloid biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map00330  Arginine and proline metabolism;map00340  Histidine metabolism;map00380  Tryptophan metabolism;map00982  Drug metabolism - cytochrome P450; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments",True,True
CHEMBL90882,,1.0,,,,11.0,11.0,7.0,True,True,7.0,CHEMBL2094116; CHEMBL217; CHEMBL219; CHEMBL289; CHEMBL322; CHEMBL324; CHEMBL3622,D(2) dopamine receptor; D(4) dopamine receptor; 5-hydroxytryptamine receptor 2A; 5-hydroxytryptamine receptor 2C; Serotonin 3 (5-HT3) receptor; Cytochrome P450 2D6; Cytochrome P450 2C19,P14416; P21917; P14842; P08909; Q9JJ16; P10635; P33261,1.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation,True,True
CHEMBL71492,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL37081,,1.0,,,,5.0,5.0,5.0,True,True,5.0,CHEMBL2741; CHEMBL312; CHEMBL3289; CHEMBL3356; CHEMBL3622,Arachidonate 12-lipoxygenase; Polyunsaturated fatty acid lipoxygenase ALOX15B; Polyunsaturated fatty acid 5-lipoxygenase; Cytochrome P450 2C19; Cytochrome P450 1A2,Q02759; Q8K4F2; P12527; P33261; P05177,5.0,map00591  Linoleic acid metabolism;map00592  alpha-Linolenic acid metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map00590  Arachidonic acid metabolism; map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map01100  Metabolic pathways; map00590  Arachidonic acid metabolism;map01100  Metabolic pathways; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,True,True
CHEMBL24909,,1.0,,,,5.0,5.0,5.0,True,True,5.0,CHEMBL2094116; CHEMBL3356; CHEMBL3397; CHEMBL340; CHEMBL3622,Serotonin 3 (5-HT3) receptor; Cytochrome P450 2C9; Cytochrome P450 3A4; Cytochrome P450 2C19; Cytochrome P450 1A2,Q9JJ16; P11712; P08684; P33261; P05177,2.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,True,True
CHEMBL6705,,1.0,,,,70.0,70.0,23.0,True,True,23.0,CHEMBL1075028; CHEMBL1649055; CHEMBL1697676; CHEMBL1944499; CHEMBL205; CHEMBL2186; CHEMBL2326; CHEMBL261; CHEMBL281; CHEMBL3025; CHEMBL3242; CHEMBL3510; CHEMBL3594; CHEMBL3621035; CHEMBL3729; CHEMBL3745586; CHEMBL3969; CHEMBL4211; CHEMBL5337; CHEMBL5631; CHEMBL5931; CHEMBL5973; CHEMBL6185,"Carbonic anhydrase 2; Carbonic anhydrase 9; Carbonic anhydrase 13; Carbonic anhydrase 4; Carbonic anhydrase 12; Carbonic anhydrase 14; Carbonic anhydrase 7; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase; Carbonic anhydrase 6; Carbonic anhydrase 15; Beta-carbonic anhydrase 1; Alpha carbonic anhydrase; Astrosclerin-3; Carbonate dehydratase; Carbonic anhydrase, alpha family; Carbonic anhydrase 1",P00918; Q16790; Q9D6N1; P22748; Q95323; O43570; Q9ULX7; P43166; Q9Y2D0; O24855; P23280; P53615; Q99N23; P9WPJ7; Q5AJ71; B5SU02; C0IX24; A6YCJ1; Q3I4V7; Q6FTL6; B2V8E3; Q31FD6; P00915,2.0,map00910  Nitrogen metabolism;map01100  Metabolic pathways;map00791  Atrazine degradation;map01120  Microbial metabolism in diverse environments; map00910  Nitrogen metabolism;map01100  Metabolic pathways,True,True
CHEMBL284969,,1.0,,,,73.0,73.0,13.0,True,True,13.0,CHEMBL1075029; CHEMBL1075269; CHEMBL2115; CHEMBL226; CHEMBL2304404; CHEMBL251; CHEMBL255; CHEMBL256; CHEMBL302; CHEMBL318; CHEMBL3360; CHEMBL3688; CHEMBL4975,Adenosine receptor A1; Adenosine receptor A2a; Adenosine receptor A3; A1 adenosine receptor; Adenosine receptor A2b,P25099; P30543; P29274; P47745; P30542; P0DMS8; P28647; P28190; Q4VQ11; P29275; Q60612; Q60613; Q61618,0.0,,True,False
CHEMBL285819,,1.0,,,,35.0,32.0,10.0,True,True,10.0,CHEMBL1075323; CHEMBL226; CHEMBL2304404; CHEMBL251; CHEMBL256; CHEMBL2605; CHEMBL302; CHEMBL318; CHEMBL3360; CHEMBL4975,Adenosine receptor A1; Adenosine receptor A2a; Adenosine receptor A3; Endoplasmin,P25099; P30543; P46616; P28190; P28647; P29274; P0DMS8; P47745; P30542; P14625,0.0,,True,False
CHEMBL3352946,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL2074932,DEOXYGLUCOSE,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL4303266,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1451179,ETHOHEXADIOL,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1234222,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL569170,,1.0,,,,12.0,12.0,4.0,True,True,4.0,CHEMBL205; CHEMBL261; CHEMBL3242; CHEMBL3594,Carbonic anhydrase 1; Carbonic anhydrase 2; Carbonic anhydrase 9; Carbonic anhydrase 12,P00915; P00918; Q16790; O43570,2.0,map00910  Nitrogen metabolism;map01100  Metabolic pathways;map00791  Atrazine degradation;map01120  Microbial metabolism in diverse environments; map00910  Nitrogen metabolism;map01100  Metabolic pathways,True,True
CHEMBL173562,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL491,HYDROXYFLUTAMIDE,1.0,,,,33.0,33.0,4.0,True,True,4.0,CHEMBL1871; CHEMBL208; CHEMBL3056; CHEMBL3072,Androgen receptor; Progesterone receptor,P15207; P10275; P06401; P19091,0.0,,True,False
CHEMBL1256573,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1233598,2-IMINOBIOTIN,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1681,IODOHIPPURATE,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL289233,IODOMELATONIN,1.0,,,,12.0,12.0,6.0,True,True,6.0,CHEMBL1945; CHEMBL1946; CHEMBL289; CHEMBL3356; CHEMBL3622; CHEMBL3959,Melatonin receptor type 1A; Melatonin receptor type 1B; Ribosyldihydronicotinamide dehydrogenase [quinone]; Cytochrome P450 2C19; Cytochrome P450 1A2; Cytochrome P450 2D6,P48039; P49286; P16083; P33261; P05177; P10635,2.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,True,True
CHEMBL299613,2-METHOXYESTRADIOL,1.0,,,,4.0,4.0,3.0,True,True,3.0,CHEMBL2111464; CHEMBL3305; CHEMBL3394,Tubulin; Tubulin beta chain; Sex hormone-binding globulin,Q862F3; Q6B856; P04278,0.0,,True,False
CHEMBL266591,,1.0,,,,16.0,16.0,9.0,True,True,9.0,CHEMBL1899; CHEMBL1983; CHEMBL2094116; CHEMBL273; CHEMBL3155; CHEMBL324; CHEMBL3371; CHEMBL3459; CHEMBL3622,5-hydroxytryptamine receptor 6; 5-hydroxytryptamine receptor 7; Serotonin 3 (5-HT3) receptor; 5-hydroxytryptamine receptor 3A; 5-hydroxytryptamine receptor 1A; 5-hydroxytryptamine receptor 1B; 5-hydroxytryptamine receptor 2C; 5-hydroxytryptamine receptor 1D; Cytochrome P450 2C19,P50406; P34969; Q9JJ16; P46098; P19327; P28564; P08909; P28221; P33261,1.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation,True,True
CHEMBL4303614,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL293391,,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1572050,OCTYLDODECANOL,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL1686,ALPHA-KETOGLUTARIC ACID,1.0,,,,7.0,7.0,2.0,True,True,2.0,CHEMBL4523454; CHEMBL5697,Egl nine homolog 1; Olfactory receptor 51E2,Q9GZT9; Q9H255,0.0,,True,False
CHEMBL15060,,1.0,,,,5.0,5.0,4.0,True,True,4.0,CHEMBL1945; CHEMBL1946; CHEMBL3356; CHEMBL3622,Cytochrome P450 2C19; Cytochrome P450 1A2; Melatonin receptor type 1B; Melatonin receptor type 1A,P33261; P05177; P49286; P48039,2.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,True,True
CHEMBL32813,,1.0,,,,1.0,1.0,1.0,True,True,1.0,CHEMBL231,Histamine H1 receptor,P35367,0.0,,True,False
CHEMBL345768,THIOURACIL,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
CHEMBL224128,20-HYDROXYECDYSONE,1.0,,,,10.0,8.0,6.0,True,True,6.0,CHEMBL1250403; CHEMBL2366581; CHEMBL2366583; CHEMBL2366588; CHEMBL2366589; CHEMBL5676,Ecdysone receptor,P34021; O18531; Q8MWR1; E5L6Y0; Q4W6C8; P20153,0.0,,True,False
CHEMBL137648,,1.0,,,,3.0,3.0,3.0,True,True,3.0,CHEMBL289; CHEMBL339; CHEMBL3622,D(2) dopamine receptor; Cytochrome P450 2D6; Cytochrome P450 2C19,P61169; P10635; P33261,1.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation,True,True
CHEMBL3334990,,1.0,,,,1.0,1.0,1.0,True,True,1.0,CHEMBL2035,Muscarinic acetylcholine receptor M5,P08912,0.0,,True,False
CHEMBL446452,ARUNDINE,1.0,,,,16.0,16.0,4.0,True,True,4.0,CHEMBL3201; CHEMBL3714079; CHEMBL4523386; CHEMBL6099,G-protein coupled receptor 84; Aryl hydrocarbon receptor,Q9NQS5; P30561; Q8CIM5; P35869,0.0,,True,False
CHEMBL1331443,,1.0,,,,3.0,2.0,2.0,True,True,2.0,CHEMBL289; CHEMBL3622,Cytochrome P450 2C19; Cytochrome P450 2D6,P33261; P10635,1.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation,True,True
CHEMBL596380,,1.0,,,,6.0,6.0,2.0,True,True,2.0,CHEMBL1075145; CHEMBL3779755,"NACHT, LRR and PYD domains-containing protein 3; Transitional endoplasmic reticulum ATPase",Q8R4B8; P55072,0.0,,True,False
CHEMBL2104261,ENZACAMENE,1.0,,,,1.0,0.0,0.0,True,True,,,,,,,False,False
