chembl_id,compound_name,canonical_smiles,max_phase,withdrawn_flag,therapeutic_flag,total_score,tier,n_matches,n_target,n_moa,n_pathway,n_specific,n_oxidative,top_node,top_match_type,top_match_score,matched_nodes,short_rationale,best_pchembl,median_pchembl,n_unique_targets_assayed,moa_text,moa_actions,score_node_ER_proteostasis,score_node_TRPML1/MCOLN1,score_node_autophagy_flux,score_node_lysosomal_trafficking_M6P,score_node_mTORC1,score_node_oxidative_stress,score_node_trehalose_AKT_TFEB
CHEMBL515271,R-112,Oc1cccc(Nc2ncc(F)c(Nc3cccc(O)c3)n2)c1,2.0,0.0,0.0,0.75,Low,1,0,1,0,0,1,oxidative_stress,moa,0.75,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.02,6.455,1.0,Tyrosine-protein kinase SYK inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.75,0.0
CHEMBL535,SUNITINIB,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,4.0,0.0,1.0,0.75,Low,1,0,1,0,0,1,oxidative_stress,moa,0.75,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",10.12,6.52,328.0,Macrophage colony stimulating factor receptor inhibitor; Vascular endothelial growth factor receptor 2 inhibitor; Stem cell growth factor receptor inhibitor; Platelet-derived growth factor receptor beta inhibitor; Platelet-derived growth factor receptor alpha inhibitor; Vascular endothelial growth factor receptor 1 inhibitor; Vascular endothelial growth factor receptor 3 inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor; Tyrosine-protein kinase receptor RET inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.75,0.0
CHEMBL544,MEQUINOL,COc1ccc(O)cc1,4.0,0.0,1.0,0.75,Low,1,0,1,0,0,1,oxidative_stress,moa,0.75,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",,,0.0,Tyrosinase inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.75,0.0
CHEMBL548,DINOPROSTONE,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,4.0,0.0,1.0,0.75,Low,1,0,1,0,0,1,oxidative_stress,moa,0.75,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",10.7,8.48,16.0,Prostaglandin E2 receptor agonist,AGONIST,0.0,0.0,0.0,0.0,0.0,0.75,0.0
CHEMBL563646,EVATANEPAG,CC(C)(C)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2cccnc2)cc1,2.0,0.0,0.0,0.75,Low,1,0,1,0,0,1,oxidative_stress,moa,0.75,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.52,7.800000000000001,2.0,Prostanoid EP2 receptor agonist,AGONIST,0.0,0.0,0.0,0.0,0.0,0.75,0.0
CHEMBL571546,TIRBANIBULIN,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,4.0,0.0,1.0,0.75,Low,1,0,1,0,0,1,oxidative_stress,moa,0.75,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.19,7.7,3.0,Tyrosine-protein kinase SRC inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.75,0.0
CHEMBL572881,MOTESANIB,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,3.0,0.0,0.0,0.75,Low,1,0,1,0,0,1,oxidative_stress,moa,0.75,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.0,6.415,46.0,Stem cell growth factor receptor inhibitor; Tyrosine-protein kinase receptor RET inhibitor; Vascular endothelial growth factor receptor inhibitor; Platelet-derived growth factor receptor inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.75,0.0
CHEMBL576982,QUIZARTINIB,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,4.0,0.0,1.0,0.75,Low,1,0,1,0,0,1,oxidative_stress,moa,0.75,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.7,7.39,54.0,Macrophage colony stimulating factor receptor inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor; Stem cell growth factor receptor inhibitor; Platelet-derived growth factor receptor inhibitor; Tyrosine-protein kinase receptor RET inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.75,0.0
CHEMBL587723,AEE-788,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,2.0,0.0,0.0,0.75,Low,1,0,1,0,0,1,oxidative_stress,moa,0.75,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.7,6.2,16.0,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Vascular endothelial growth factor receptor 2 inhibitor; Vascular endothelial growth factor receptor 1 inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.75,0.0
CHEMBL598797,CUDC-101,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,1.0,0.0,0.0,0.75,Low,1,0,1,0,0,1,oxidative_stress,moa,0.75,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.62,7.05,26.0,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Histone deacetylase inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.75,0.0
CHEMBL8030,TOLIMIDONE,Cc1cccc(Oc2cnc(=O)[nH]c2)c1,2.0,0.0,0.0,0.75,Low,1,0,1,0,0,1,oxidative_stress,moa,0.75,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.2,7.2,1.0,Tyrosine-protein kinase Lyn positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,0.0,0.0,0.0,0.0,0.0,0.75,0.0
CHEMBL80830,BUCILLAMINE,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,3.0,0.0,0.0,0.75,Low,1,0,1,0,0,1,oxidative_stress,moa,0.75,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",,,0.0,Antioxidant,,0.0,0.0,0.0,0.0,0.0,0.75,0.0
CHEMBL889,PALIFOSFAMIDE,O=P(O)(NCCCl)NCCCl,3.0,0.0,0.0,0.75,Low,1,0,1,0,0,1,oxidative_stress,moa,0.75,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",,,0.0,DNA cross-linking agent,CROSS-LINKING AGENT,0.0,0.0,0.0,0.0,0.0,0.75,0.0
CHEMBL101,PHENYLBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,4.0,1.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",10.0,5.47,4.0,Cyclooxygenase inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL101253,VATALANIB,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,3.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.29,6.85,19.0,Stem cell growth factor receptor inhibitor; Platelet-derived growth factor receptor inhibitor; Vascular endothelial growth factor receptor inhibitor; Macrophage colony stimulating factor receptor inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1016,CANDESARTAN,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,3.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.4,6.96,13.0,Type-1 angiotensin II receptor antagonist,ANTAGONIST,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1020,TOLMETIN,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.39,6.755,5.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL103667,DORAMAPIMOD,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,2.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",10.34,6.24,87.0,MAP kinase p38 alpha inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1064,SIMVASTATIN,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.05,5.65,20.0,HMG-CoA reductase inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1070,NABUMETONE,COc1ccc2cc(CCC(C)=O)ccc2c1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.4,5.73,4.0,Cyclooxygenase-2 inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1071,OXAPROZIN,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.08,6.09,11.0,Cyclooxygenase inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1077,BROMFENAC,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,4.0,1.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.32,8.120000000000001,2.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL108084,FAGOMINE,OC[C@H]1NCC[C@@H](O)[C@@H]1O,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",5.68,5.68,1.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1084546,PF-00562271,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,1.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.2,6.3,123.0,Focal adhesion kinase 1 inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1085699,MANIDIPINE 6300,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,3.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.52,5.22,12.0,Voltage-gated L-type calcium channel blocker,BLOCKER,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1088977,ADEMETIONINE,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,3.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.4,5.455,4.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1089,PHENELZINE,NNCCc1ccccc1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.7,6.025,13.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1089318,OPICAPONE,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.0,8.41,3.0,Catechol O-methyltransferase inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1090090,VX-702,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,2.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.52,7.04,13.0,MAP kinase p38 alpha inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1090479,GSK-1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,1.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.42,7.16,42.0,Serine/threonine-protein kinase Aurora-B inhibitor; Serine/threonine-protein kinase Aurora-C inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1091644,LINSITINIB,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,3.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.7,7.12,21.0,Insulin-like growth factor I receptor inhibitor; Insulin receptor inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1092926,NVP-BSK805,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.32,7.73,5.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1094636,NIRAPARIB,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.0,6.95,14.0,Poly [ADP-ribose] polymerase 2 inhibitor; Poly [ADP-ribose] polymerase-1 inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL109480,TANESPIMYCIN,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,3.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.34,6.585,11.0,Heat shock protein HSP90 inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1096283,walrycin-B,Cn1nc(-c2ccc(C(F)(F)F)cc2)nc2c(=O)n(C)c(=O)nc1-2,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.58,6.58,2.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1096435,Ro-281675,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2nccs2)cc1,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.63,6.3,2.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1096979,BENSERAZIDE,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,3.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.85,5.69,6.0,DOPA decarboxylase inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1101,BIPERIDEN,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.63,7.49,6.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1112,ARIPIPRAZOLE,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.7,7.5,54.0,Dopamine D2 receptor partial agonist; Serotonin 1a (5-HT1a) receptor partial agonist; Serotonin 2a (5-HT2a) receptor antagonist,PARTIAL AGONIST; ANTAGONIST,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1131,ACITRETIN,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.29,5.34,3.0,Retinoid receptor agonist,AGONIST,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1138,EZETIMIBE,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.7,5.2,7.0,Niemann-Pick C1-like protein 1 inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1171837,PONATINIB,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",10.3,8.03,88.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1173055,RUCAPARIB,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.4,7.564999999999999,21.0,"PARP 1, 2 and 3 inhibitor",INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1173655,AFATINIB,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",10.1,7.92,45.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL118,CELECOXIB,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.33,6.82,55.0,Cyclooxygenase-2 inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL118109,tyrphostin-AG-825,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.6,5.9,5.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1186894,AMRUBICIN,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,3.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",5.55,5.495,1.0,DNA topoisomerase II alpha inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL119385,NEFLAMAPIMOD,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,2.0,0.0,0.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",8.55,5.8,28.0,MAP kinase p38 alpha inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1196,PROPARACAINE,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.0,5.89,8.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1200,BENOXINATE,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.4,5.225,6.0,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1200558,BACITRACIN,CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",5.87,5.53,4.0,C55-isoprenyl pyrophosphate inhibitor,INHIBITOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1200585,OXYMETHOLONE,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",6.86,6.07,3.0,Androgen Receptor agonist,AGONIST,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1200624,ETHYNODIOL DIACETATE,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.89,5.54,9.0,Progesterone receptor agonist,AGONIST,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1200666,CALCIPOTRIENE,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",9.51,5.415,4.0,Vitamin D receptor agonist,AGONIST,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1200761,CHLOROTRIANISENE,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.11,6.795,3.0,Estrogen receptor beta modulator,MODULATOR,0.0,0.0,0.0,0.0,0.0,0.5,0.0
CHEMBL1200934,NORGESTIMATE,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,4.0,0.0,1.0,0.5,Low,1,0,0,1,0,1,oxidative_stress,pathway,0.5,oxidative_stress,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",7.7,5.42,6.0,Progesterone receptor agonist,AGONIST,0.0,0.0,0.0,0.0,0.0,0.5,0.0
