drug_name,chembl_id,smiles,source_entity_type,source_entity_id,source_entity_name,phase,status,disease_id,disease_name,mechanismOfAction,ensg_id,pathway_url,canonical_smiles,inchikey,parent_smiles,parent_inchikey,stereochemistry_flag,salt_form_flag,is_known_aml_drug,dedup_key
RUXOLITINIB PHOSPHATE,CHEMBL1795071,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,pathway,R-HSA-9020933,Interleukin-23 signaling,4.0,,EFO_0002429,polycythemia vera,,ENSG00000096968,https://reactome.org/PathwayBrowser/#/R-HSA-9020933,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,JFMWPOCYMYGEDM-XFULWGLBSA-N,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,HFNKQEVNSGCOJV-OAHLLOKOSA-N,1.0,1.0,False,HFNKQEVNSGCOJV-OAHLLOKOSA-N
PACRITINIB CITRATE,CHEMBL5095049,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O,pathway,R-HSA-9020933,Interleukin-23 signaling,4.0,,EFO_0002429,polycythemia vera,,ENSG00000096968,https://reactome.org/PathwayBrowser/#/R-HSA-9020933,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O,BAHHBHSHSRTKNK-BJILWQEISA-N,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1,HWXVIOGONBBTBY-ONEGZZNKSA-N,1.0,1.0,False,HWXVIOGONBBTBY-ONEGZZNKSA-N
FEDRATINIB HYDROCHLORIDE,CHEMBL4297216,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O,pathway,R-HSA-9020933,Interleukin-23 signaling,4.0,,EFO_0002430,primary myelofibrosis,,ENSG00000096968,https://reactome.org/PathwayBrowser/#/R-HSA-9020933,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O,QAFZLTVOFJHYDF-UHFFFAOYSA-N,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,JOOXLOJCABQBSG-UHFFFAOYSA-N,0.0,1.0,False,JOOXLOJCABQBSG-UHFFFAOYSA-N
TOFACITINIB CITRATE,CHEMBL2103743,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,pathway,R-HSA-9020933,Interleukin-23 signaling,4.0,,EFO_0000685,rheumatoid arthritis,,ENSG00000096968,https://reactome.org/PathwayBrowser/#/R-HSA-9020933,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,SYIKUFDOYJFGBQ-YLAFAASESA-N,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,UJLAWZDWDVHWOW-YPMHNXCESA-N,1.0,1.0,False,UJLAWZDWDVHWOW-YPMHNXCESA-N
FILGOTINIB MALEATE,CHEMBL4298167,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1.O=C(O)/C=C\C(=O)O,pathway,R-HSA-9020933,Interleukin-23 signaling,4.0,,EFO_0000685,rheumatoid arthritis,,ENSG00000096968,https://reactome.org/PathwayBrowser/#/R-HSA-9020933,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1.O=C(O)/C=C\C(=O)O,BFENHEAPFWQJFL-BTJKTKAUSA-N,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,RIJLVEAXPNLDTC-UHFFFAOYSA-N,1.0,1.0,False,RIJLVEAXPNLDTC-UHFFFAOYSA-N
LESTAURTINIB,CHEMBL603469,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,pathway,R-HSA-9020933,Interleukin-23 signaling,3.0,"Active, not recruiting",EFO_0000220,acute lymphoblastic leukemia,,ENSG00000096968,https://reactome.org/PathwayBrowser/#/R-HSA-9020933,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,UIARLYUEJFELEN-LROUJFHJSA-N,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,UIARLYUEJFELEN-LROUJFHJSA-N,1.0,0.0,False,UIARLYUEJFELEN-LROUJFHJSA-N
UPADACITINIB,CHEMBL3622821,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,pathway,R-HSA-9020933,Interleukin-23 signaling,3.0,"Active, not recruiting",EFO_0000274,atopic eczema,,ENSG00000096968,https://reactome.org/PathwayBrowser/#/R-HSA-9020933,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,WYQFJHHDOKWSHR-MNOVXSKESA-N,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,WYQFJHHDOKWSHR-MNOVXSKESA-N,1.0,0.0,False,WYQFJHHDOKWSHR-MNOVXSKESA-N
FILGOTINIB,CHEMBL3301607,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,pathway,R-HSA-9020933,Interleukin-23 signaling,3.0,Completed,EFO_0000384,Crohn's disease,,ENSG00000096968,https://reactome.org/PathwayBrowser/#/R-HSA-9020933,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,RIJLVEAXPNLDTC-UHFFFAOYSA-N,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,RIJLVEAXPNLDTC-UHFFFAOYSA-N,0.0,0.0,False,RIJLVEAXPNLDTC-UHFFFAOYSA-N
TOFACITINIB,CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,pathway,R-HSA-9020933,Interleukin-23 signaling,3.0,,EFO_0000540,immune system disease,,ENSG00000096968,https://reactome.org/PathwayBrowser/#/R-HSA-9020933,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,UJLAWZDWDVHWOW-YPMHNXCESA-N,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,UJLAWZDWDVHWOW-YPMHNXCESA-N,1.0,0.0,False,UJLAWZDWDVHWOW-YPMHNXCESA-N
PEFICITINIB,CHEMBL3137308,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,pathway,R-HSA-9020933,Interleukin-23 signaling,3.0,,EFO_0000540,immune system disease,,ENSG00000096968,https://reactome.org/PathwayBrowser/#/R-HSA-9020933,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,DREIJXJRTLTGJC-ZLBJMMTISA-N,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,DREIJXJRTLTGJC-ZLBJMMTISA-N,1.0,0.0,False,DREIJXJRTLTGJC-ZLBJMMTISA-N
MOMELOTINIB,CHEMBL1078178,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,pathway,R-HSA-9020933,Interleukin-23 signaling,3.0,Completed,EFO_0002430,primary myelofibrosis,,ENSG00000096968,https://reactome.org/PathwayBrowser/#/R-HSA-9020933,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,0.0,0.0,False,ZVHNDZWQTBEVRY-UHFFFAOYSA-N
DELGOCITINIB,CHEMBL4297507,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,pathway,R-HSA-9020933,Interleukin-23 signaling,3.0,Recruiting,HP_0000964,Eczematoid dermatitis,,ENSG00000096968,https://reactome.org/PathwayBrowser/#/R-HSA-9020933,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,LOWWYYZBZNSPDT-ZBEGNZNMSA-N,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,LOWWYYZBZNSPDT-ZBEGNZNMSA-N,1.0,0.0,False,LOWWYYZBZNSPDT-ZBEGNZNMSA-N
