compound_name,Morphology score,Infection rate (%),Inhibition of cytopathicity (%),naive_composite,naive_rank
ZK-93426,0.285637956111853,88.5,3.3240000000000003,0.10244738036649621,361.0
dyclonine,0.347476004821011,91.5,2.4859999999999998,0.10243412588820096,362.0
yoda-1,0.285673638762264,89.0,3.418,0.10175109713060597,363.0
zardaverine,0.28893473789681,83.5,1.034,0.10073896451296367,364.0
RS-16566,0.379809407007467,85.0,-1.4120000000000001,0.10011718046244937,365.0
aloxistatin,0.331046319394349,90.0,2.098,0.10005959187357023,366.0
phenazopyridine,0.340169308126473,87.5,0.806,0.09987279149153576,367.0
ruxolitinib-(S),0.620254195978457,105.25,-1.423,0.09946903036708055,368.0
ML188,0.332518594509095,83.0,-0.7699999999999999,0.09933133904205176,369.0
EIPA,0.273746928018936,96.0,6.1739999999999995,0.09931011111945069,370.0
nilotinib,0.334383657817237,96.5,4.38,0.09912413769081707,371.0
hydroxychloroquine,0.362211951255786,88.0,0.17599999999999996,0.0990916322542118,372.0
GSK2606414,0.028956258101557,92.0,12.5,0.09902395440481944,373.0
iodophenpropit,0.215727195037112,80.5,1.972,0.09886696056150608,374.0
GSK650394,0.30897789156693,89.5,2.432,0.09875119378348456,375.0
MI-14,0.266377781869305,82.0,0.8800000000000001,0.09861628802366389,376.0
eact,0.291962733319094,85.0,1.192,0.09844241500913331,377.0
cyclobenzaprine,0.227944138289513,78.0,0.45599999999999985,0.09780791201547645,378.0
SR-3677,0.293971839248248,76.5,-2.322,0.09738727439756405,379.0
carsalam,0.264545426830514,85.0,1.918,0.097309256990271,380.0
strychnine,0.313570806833869,90.0,2.246,0.09712168799463454,381.0
ceftaroline-fosamil,0.241791353557773,87.5,3.566,0.09689786695534908,382.0
GSK256066,0.344804887526347,91.0,1.59,0.0968845734790514,383.0
pifithrin-mu,0.168358452197002,92.0,7.664,0.09672748676389209,384.0
ceritinib,0.181674277684575,104.0,11.89,0.09672188252115228,385.0
NVP-BHG712,-0.061302510610007,74.0,8.06,0.09639412505801996,386.0
diphenylpyraline,0.29102524358685,82.5,-0.05599999999999996,0.0962742512055168,387.0
tipifarnib,0.397592833859151,89.0,-1.014,0.09603979941554464,388.0
NE-100,0.35349101977341,86.5,-0.58,0.09588210629493214,389.0
norcyclobenzaprine,0.314043055383848,81.0,-1.4620000000000002,0.09571701623086848,390.0
GW-5074,0.38416424381235,98.5,3.052,0.09564790058744022,391.0
KU-55933,0.284077089645253,83.0,0.26399999999999996,0.09557844154714494,392.0
vemurafenib,0.249980776763173,85.5,2.334,0.09555471155340893,393.0
chlorpropamide,0.266363828646957,79.5,-0.5519999999999999,0.09536317988953136,394.0
KN-62,0.307036728440688,83.0,-0.5280000000000001,0.09523183713610688,395.0
PNU-120596,0.267772060335175,87.0,2.274,0.09508564018767125,396.0
FERb-033,0.342032115266585,76.5,-4.24,0.09483045558706449,397.0
AS-1892802,0.489074305333414,94.0,-2.218,0.09473639352331276,398.0
GS-39783,0.349439644045232,88.0,-0.046,0.09462019562928592,399.0
Ro-106-9920,0.189873347782223,85.5,4.128,0.0944951038941602,400.0
nicergoline,0.275445636919676,81.0,-0.40800000000000003,0.09434672915048685,401.0
ixazomib-citrate,0.101264909200101,106.5,15.084,0.09406352560101901,402.0
2-hydroxysaclofen,0.265580802944436,84.5,1.192,0.09380050567396896,403.0
ezatiostat,0.201734819490751,78.5,0.922,0.0937534680153757,404.0
tyrphostin-A9,0.115604833033123,80.5,4.482,0.09373490797571289,405.0
hydroquinidine,0.301270153031771,90.0,2.152,0.09365871540326653,406.0
lomitapide,0.222963085931973,87.5,3.7079999999999997,0.0936096595810167,407.0
BTT-3033,0.267626834847236,83.5,0.6460000000000001,0.09315513992837639,408.0
GSK37647,0.216607681227777,80.5,1.076,0.09276010436229502,409.0
nitromide,0.264928949375874,83.5,0.6759999999999999,0.09275192737255437,410.0
Sufentanil,0.276831857830078,82.5,-0.10600000000000001,0.09268997856627914,411.0
SCH-221510,0.307145800382391,85.0,-0.2,0.09210114409867565,412.0
apremilast,0.345066628667072,89.0,0.11999999999999993,0.09206062962100399,413.0
L-798106,0.189835647286095,79.5,1.436,0.09192968774772985,414.0
ML218,0.324298524152719,86.0,-0.3939999999999998,0.0919094820017089,415.0
orphenadrine,0.315732396317129,87.0,0.26999999999999996,0.09190066670238299,416.0
Y-320,0.178142395583856,94.0,7.438,0.09190020833265744,417.0
JNJ-42041935,0.315927933615235,88.5,0.836,0.09183118049555113,418.0
CCT128930,0.534831740741856,99.5,-2.008,0.0916078279678219,419.0
MRS-1334,0.304387520439391,89.0,1.3079999999999998,0.0911595635763462,420.0
SR-1078,0.26514210034896,85.0,0.982,0.09085618825517121,421.0
thioridazine,0.303770076414409,109.0,9.04,0.09080338178069873,422.0
GSK163090,0.325206990458091,84.0,-1.384,0.09061176779069684,423.0
bortezomib,-0.096144501316638,96.5,17.062,0.09035342832146269,424.0
dimemorfan,0.368062009099877,92.5,0.48600000000000004,0.09031103803796998,425.0
GSK461364,0.064327174302387,94.0,10.89,0.09028103094927371,426.0
lasofoxifene,0.106488503537313,97.0,10.576,0.08947542918665918,427.0
TCN238,0.323568702935945,93.0,1.982,0.08934339302565297,428.0
PNU-74654,0.268135798925145,82.5,-0.328,0.08914683717755367,429.0
ipidacrine,0.220007667396615,83.5,1.61,0.08909675217674184,430.0
A-987306,0.246701590874079,83.5,0.7380000000000001,0.08903740849437802,431.0
OAC2,0.251583391267772,85.5,1.298,0.08862678078647364,432.0
fexaramine,0.271965213895028,86.0,0.8019999999999999,0.08841068829916203,433.0
4-iodo-6-phenylpyrimidine,0.254447272960098,81.5,-0.38400000000000006,0.0883675412198582,434.0
DS2-(806622),0.20409838221207,84.0,2.1979999999999995,0.08824677939787462,435.0
pitolisant,0.242514821912247,81.0,-0.22000000000000003,0.08817072583925396,436.0
CU-CPT-4a,0.160439061152247,79.5,1.848,0.0881353870320822,437.0
guanfacine,0.255023145849137,86.0,1.282,0.08793137369970412,438.0
alvespimycin,0.254591427350385,91.0,3.226,0.08785659911758008,439.0
D-7193,0.235562844329649,84.0,1.072,0.08748581634200685,440.0
EVP-6124,0.352385491026931,86.5,-1.752,0.08738007369318457,441.0
daprodustat,0.205658477627679,81.5,1.0539999999999998,0.08737950317674008,442.0
CC-401,0.363283550562384,94.5,0.99,0.08730624226444716,443.0
ponatinib,0.435404233753165,97.0,-0.3920000000000002,0.08717132493244568,444.0
JHW-007,0.045461242532523,86.0,7.952000000000001,0.08716057935437434,445.0
L-693403,0.227580185545982,80.5,-0.07600000000000003,0.0871494249923831,446.0
VE-821,0.277856024476657,87.0,0.812,0.08709037312920358,447.0
MDL-27531,0.267757696867045,86.5,0.9440000000000002,0.08708598444651998,448.0
Testolactone,0.176030985350192,80.5,1.464,0.0862507790523966,449.0
cis-ACPD,0.188383020236227,82.0,1.634,0.08616209242514745,450.0
medroxyprogesterone,0.254302828113038,86.5,1.232,0.08604923967277082,451.0
benzyldimethylhexadecylammonium,0.297587695411482,80.0,-2.706,0.08594472241760716,452.0
nafadotride,0.327034734794562,89.0,-0.16799999999999998,0.08592680735415703,453.0
APR-246,0.211693646572974,80.5,0.26399999999999996,0.0859249620968785,454.0
"L-732,138",0.310495014419589,93.0,1.906,0.08583108570599014,455.0
captan,0.232490293746764,93.0,4.428,0.08582041813206824,456.0
RS-39604,0.264819077937512,102.0,6.87,0.08578298090901766,457.0
PETCM,0.209747912039717,83.5,1.4,0.0852819796235621,458.0
telotristat-ethyl,0.342557749681527,95.5,1.702,0.08486616609846553,459.0
hexachlorophene,0.167248367310498,83.5,2.706,0.08479699890018833,460.0
SU11274,0.493260217426227,104.5,0.31000000000000005,0.08479693704507281,461.0
ARTENIMOL,0.225456520200832,84.0,1.012,0.08476190671270911,462.0
efatutazone,0.360383981807264,93.5,0.33399999999999996,0.08476025876796023,463.0
S26948,0.31754681459211,88.5,-0.22200000000000003,0.0847520856345172,464.0
Lopinavir,0.184272916661141,82.0,1.532,0.08450806054163244,465.0
VU29,0.224702143385585,86.5,1.932,0.08423582851122569,466.0
SIB-1757,0.260000553965686,81.0,-1.3940000000000001,0.08388845323010674,467.0
Oridonin (Isodonol),0.107700564699326,97.0,9.703999999999999,0.08361303092483525,468.0
loxistatin-acid,0.296222319153124,88.0,0.07800000000000003,0.08337376308180844,469.0
pacritinib,0.285868025655986,80.0,-2.7039999999999997,0.08328984875022372,470.0
1-azakenpaullone,0.30021876238601,91.5,1.2840000000000003,0.08321065229065232,471.0
AGN-192403,0.109229963675697,82.0,3.768,0.08315859393461993,472.0
norfloxacin,0.204244034668998,86.0,2.2359999999999998,0.08308296849890336,473.0
UH-232-(+),0.333909752373806,92.0,0.34800000000000003,0.08292812303492292,474.0
CGP-37157,0.244868635820011,89.0,2.0460000000000003,0.0828002986200435,475.0
DPI-201106,0.124326555130551,75.0,0.504,0.08274541108357562,476.0
NLG919,0.0,53.0,-4.014,0.08273711356245873,477.0
dichloroacetate,0.23572306433179,88.5,2.136,0.0827172256585889,478.0
EED226,0.196595893691707,83.0,1.262,0.08268150665638092,479.0
atizoram,0.369210731606458,93.5,-0.24799999999999994,0.08267342293251607,480.0
FG-7142,0.240632777708643,85.5,0.8019999999999999,0.08264138666174958,481.0
edaglitazone,0.290295270186602,90.5,1.112,0.08247219844898945,482.0
L-741742,0.195414467417889,84.0,1.65,0.08241153399200789,483.0
saroglitazar,0.335989129529676,92.0,0.168,0.08213455938279868,484.0
uprosertib,0.441308192772611,96.5,-1.584,0.08149091292631006,485.0
pyrrolidine-dithiocarbamate,0.105560796515394,98.0,9.798,0.0810552060694359,486.0
2-PMDQ,0.221416666904482,93.0,4.106,0.08103187891980941,487.0
closantel,0.257116949007619,91.5,2.358,0.08095535651728773,488.0
bisacodyl,0.260547748693105,85.5,-0.11999999999999993,0.08068627961677699,489.0
homidium,0.276260216195051,99.5,4.79,0.08057699091055948,490.0
PF-06463922,0.320025072790244,90.5,-0.13499999999999995,0.0804644198476578,491.0
guvacine,0.200100594342762,93.0,4.708,0.0804152764850619,492.0
NS-8593,0.267867125883952,89.0,0.9600000000000002,0.08039293556279774,493.0
FH1,0.242507610605741,90.0,2.168,0.08038919165957252,494.0
ML167,0.497483583369231,106.0,0.10599999999999996,0.08022432174226952,495.0
copper-histidine,0.241061408725274,84.0,-0.14,0.0802061729370021,496.0
isoliquiritigenin,0.402921591741622,103.0,1.9919999999999998,0.08016263501375769,497.0
AV-608,0.194901679297973,81.5,0.35800000000000004,0.0800303516493589,498.0
buclizine,0.306869663652556,90.5,0.22599999999999998,0.08000975368524958,499.0
SSR-180711,0.27269109711944,92.0,1.8940000000000001,0.0798696623680688,500.0
Ulipristal acetate,0.286393741016868,103.5,5.904,0.07979774244805667,501.0
autotaxin-modulator-1,0.31703822373964,91.0,0.05800000000000001,0.07977671541715396,502.0
dipyrocetyl,0.209234990313976,85.0,1.17,0.07944773009318624,503.0
X-77,0.267632635955937,90.5,1.3960000000000001,0.07931038601260347,504.0
proflavine-hemisulfate,0.259839726892033,80.5,-2.252,0.07917807625700087,505.0
gilteritinib,0.272470117210162,91.5,1.5939999999999999,0.07907361500746035,506.0
linsitinib,0.274656256293483,88.5,0.33599999999999997,0.0789125292285859,507.0
SLV-320,0.409271144862082,93.0,-2.318,0.07859089303110067,508.0
3-CPMT,0.250762236917508,98.5,4.94,0.07855842801653934,509.0
GSK429286A,0.426337516307085,99.0,-0.6319999999999999,0.07795258098752238,510.0
hexylresorcinol,0.19880231137261,88.0,2.44,0.07781528240111953,511.0
GSK-3-inhibitor-IX,-0.051665454986149,67.0,2.376,0.07770209181676137,512.0
nitazoxanide,0.224187708893285,88.0,1.59,0.07761281300677099,513.0
ML281,0.229927909683347,83.0,-0.58,0.0773055809693044,514.0
diclofenamide,0.298102349618088,84.5,-2.2039999999999997,0.07730066171752588,515.0
liranaftate,0.341206503974971,94.0,0.08599999999999994,0.07728100839261882,516.0
JNJ-26990990,0.211745980692866,87.5,1.732,0.0771451500371531,517.0
wortmannin,0.259678218946092,79.5,-2.96,0.07688958605393555,518.0
oglemilast,0.291364982090105,92.0,0.8579999999999999,0.07682941896985596,519.0
dipyridamole,0.260189077041433,90.5,1.282,0.07681274344906952,520.0
8-bromo-cAMP,0.42179654262895,102.0,0.514,0.07678897234080455,521.0
SIS3,0.336866938944253,93.5,-0.05599999999999998,0.07665926174381184,522.0
kifunensine,0.190417120981045,94.0,4.85,0.07647739781924245,523.0
MLN1117,0.240583419876441,92.0,2.41,0.076190063067191,524.0
ML179,0.19915425948388,86.5,1.586,0.07598207947770792,525.0
semaxanib,0.208368429595839,96.0,4.962,0.07588943928892682,526.0
benproperine,0.214101306582596,79.0,-1.8259999999999998,0.0758591180441756,527.0
U-54494A,0.211212371062932,90.0,2.5220000000000002,0.07575421569328837,528.0
GW-842166,0.326481961847366,96.0,1.108,0.07565761293929112,529.0
N-[2-(piperidinylamino)ethyl]-4-iodobenzamide,0.316799821578867,91.5,-0.37,0.07534340689632606,530.0
FPL-62064,0.166101276352427,87.5,2.94,0.07525404468227952,531.0
hycanthone,0.244399166117769,82.0,-1.754,0.07506905397487877,532.0
GSK690693,0.337335543432231,105.0,4.162,0.07503772893282486,533.0
HLCL-61,0.260090663772683,87.0,-0.3379999999999999,0.07494921968429635,534.0
bazedoxifene,0.201416223839407,101.0,6.952,0.07465355217236869,535.0
tonabersat,0.372356224292583,94.5,-1.1039999999999999,0.07463172154962605,536.0
desipramine,0.211598672305362,81.0,-1.1560000000000001,0.0745411552344976,537.0
elinogrel,0.235478123474598,87.5,0.5879999999999999,0.07449657404227945,538.0
NGD-98-2,0.200041896456099,86.5,1.342,0.07446659100340214,539.0
asunaprevir,0.191591109546478,85.0,1.014,0.07433148213314238,540.0
ML204,0.281507144738221,93.0,1.2079999999999997,0.07431604321001335,541.0
pyrrolidine-1-carbonitrile,0.253996526195522,92.0,1.704,0.07427479561810395,542.0
fenigam,0.25640668285031,89.0,0.40800000000000003,0.07389722583603182,543.0
TC-F-2,0.287492059716261,87.0,-1.422,0.07355862144565876,544.0
eliprodil,0.217765609186082,87.0,0.8240000000000001,0.0734902913368991,545.0
KB-R7943,0.26835839335201,85.5,-1.4,0.07345448814581534,546.0
SM-21,0.185756537897456,88.5,2.4,0.07319663321798701,547.0
ORG-12962,0.273434406122842,89.5,-0.051999999999999956,0.07317071626500675,548.0
palonosetron,0.323757001761646,91.5,-0.9039999999999999,0.07316870374555647,549.0
PJ-34,0.201923070806625,92.5,3.402,0.07300287681021918,550.0
ondansetron,0.252697777381824,90.0,0.786,0.07298126861027254,551.0
S-sulfo-L-cysteine,0.254177464385268,90.0,0.712,0.07279732047386134,552.0
C-1,0.447948787092587,102.5,-0.712,0.07274817539266516,553.0
cyclic-AMP,0.255351238896799,86.5,-0.7,0.0726877268277234,554.0
clomifene,0.171533848611592,96.5,5.856,0.072428171434748,555.0
HTH-01-015,0.142572231175743,104.5,9.838,0.07200593811901797,556.0
heclin,0.263110867331231,77.0,-4.742,0.0719575648957083,557.0
butabindide,0.203442391578729,86.5,0.866,0.0718902038716804,558.0
M-25,0.248881326428344,93.0,1.8800000000000001,0.071616604691818,559.0
AEG3482,0.289399648174982,97.5,2.298,0.07149137310882965,560.0
propidium-iodide,0.271348362137083,93.5,1.302,0.0712981463679121,561.0
OG-L002,0.246357715651751,87.0,-0.4219999999999999,0.07123046154282557,562.0
ER-50891,0.10406545420314,87.5,4.369999999999999,0.0711929089741133,563.0
diminazene-aceturate,0.317975409511989,86.0,-3.136,0.07116725471501588,564.0
PD-160170,0.224765120356456,95.5,3.564,0.07114843359473284,565.0
cyclovalone,0.06835950542108,93.0,7.651999999999999,0.07113773745465746,566.0
SB-243213,0.281133903148132,90.5,-0.24400000000000005,0.07084032380007887,567.0
R-59022,0.149297230015782,81.5,0.46799999999999997,0.07041906751626022,568.0
linopirdine,0.249265417921573,91.0,0.892,0.07021355211759987,569.0
siramesine,0.091882123779587,94.5,7.279999999999999,0.0697775617754205,570.0
tosedostat,0.2429913864167,97.0,3.354,0.0697225003788516,571.0
GK921,0.098801602435979,86.0,3.7340000000000004,0.06961541057194949,572.0
5-HMF,0.25712726975701,86.5,-1.216,0.06945981688672472,573.0
firocoxib,0.218054649367868,84.5,-0.754,0.06927842102508985,574.0
TRAM-39,0.163636936837326,89.0,2.748,0.06924289355318143,575.0
T-0070907,0.143189397684547,87.0,2.616,0.06912158909073818,576.0
1-phenylbiguanide,0.21854842126209,86.5,-0.07000000000000002,0.06874139071631402,577.0
lithium-citrate,0.239449701998959,89.0,0.22200000000000003,0.06872622316117043,578.0
CCG-1423,0.226894696975103,89.5,0.8220000000000001,0.06872460355613781,579.0
ANR-94,0.235571949269233,88.0,-0.061999999999999965,0.06857616072695145,580.0
Cilastatin Sodium,0.214766008184644,88.5,0.796,0.06851171792939297,581.0
titanocene-dichloride,0.16259542241902,84.0,0.728,0.06844716447017811,582.0
CP-99994,0.240011217533352,86.0,-1.036,0.06819515739383226,583.0
azosemide,0.286463013003075,98.5,2.31,0.06817483839698402,584.0
cyclovirobuxin-D,0.331212517145713,97.0,0.2699999999999999,0.06810359281696292,585.0
SPP301,0.182896866629199,85.5,0.602,0.0680851333817523,586.0
SERTRALINE HYDROCHLORIDE,0.142606705567589,89.5,3.3900000000000006,0.06760684541890094,587.0
PHA-665752,0.158716072936475,106.0,9.264,0.0675433989211357,588.0
JTE-907,0.281009608533315,95.5,1.224,0.06748476846719138,589.0
CGM097,0.24358687968278,93.5,1.656,0.06746792262112011,590.0
SNAP-94847,0.375250474568403,90.5,-3.7879999999999994,0.06732584156006538,591.0
BMS-587101,0.280790603974493,92.5,0.041999999999999996,0.06731095299419743,592.0
fasudil,0.473979758935746,100.5,-3.13,0.06711930474213967,593.0
ITI214,0.380392069196405,105.0,1.638,0.06707546901892629,594.0
naloxegol,0.249958474956199,92.0,0.8039999999999999,0.0670196694545735,595.0
uridine,0.318337528993945,96.5,0.338,0.06701634104037157,596.0
oxybutynin,0.299054202060981,98.0,1.534,0.06694575027109684,597.0
GZD824,0.452675990197083,98.0,-3.4480000000000004,0.06685978618568544,598.0
I-BZA2,0.221167495419528,91.0,1.302,0.06670092068733062,599.0
salirasib,0.160612196749832,89.0,2.482,0.06668156018958442,600.0
VUF10460,0.205795798124915,94.5,3.1420000000000003,0.06659007865678952,601.0
danofloxacin,0.319212741502199,100.0,1.59,0.06646623975290662,602.0
AG-490,0.213715969392203,98.0,4.226,0.06646171299956083,603.0
metharbital,0.220786327011878,91.5,1.474,0.06645878605001765,604.0
Torcetrapib (CP-529414),0.259375792118993,93.0,0.804,0.06643206055223982,605.0
ivosidenib,0.219340133903576,91.5,1.51,0.06638286170248724,606.0
YM-976,0.374781829367048,100.0,-0.25599999999999995,0.06612626568524449,607.0
PPT,0.265319714506163,88.0,-1.3780000000000001,0.06608674886564052,608.0
carmofur,0.222098054292609,96.0,3.1,0.06590861757849338,609.0
cardionogen-1,0.254169824744132,89.0,-0.664,0.06584150022699779,610.0
VCH-916,0.154805825199453,83.0,0.20400000000000001,0.06571677235942415,611.0
ginkgolide-B,0.264159929210019,93.0,0.546,0.06570538008180042,612.0
N-benzylnaltrindole,0.148499435710587,101.5,7.582000000000001,0.06567141702881725,613.0
mesoridazine,0.323051532536824,91.0,-2.1420000000000003,0.06565929250971976,614.0
chlorthalidone,0.130389519724366,78.5,-0.7639999999999999,0.06563724782393865,615.0
TC-S-7005,0.19085634690447,84.5,-0.396,0.06560460971591169,616.0
ibuproxam,0.233914767801208,93.5,1.702,0.06558908194421327,617.0
igmesine,0.315858473599465,97.5,0.602,0.06557796053164815,618.0
"tropanyl-3,5-dimethylbenzoate",0.230447179139182,90.0,0.4379999999999999,0.06546434055255212,619.0
GR-113808,0.228188545877342,96.0,2.836,0.06543719994500659,620.0
bemesetron,0.215791656490019,89.5,0.714,0.06543581405540551,621.0
rac-BHFF,0.239084782283012,95.5,2.288,0.06542711643529375,622.0
spironolactone,0.291259443012642,98.5,1.7579999999999998,0.06538135107426468,623.0
diphenhydramine,0.202720155076613,86.5,-0.07600000000000003,0.06509453926629956,624.0
arbidol,0.125677628519843,87.5,2.802,0.06507680831782821,625.0
AM-251,0.253745297088559,93.0,0.792,0.0650653387065951,626.0
L-glutamine,0.277829459661714,94.0,0.362,0.06479087556559548,627.0
wiskostatin,0.145665616864083,109.5,10.645999999999999,0.06473709889322228,628.0
9-anthracenecarboxylic-acid,0.252117631339703,89.5,-0.57,0.06466973923554187,629.0
SD-169,0.192104513137008,87.5,0.5880000000000001,0.06461898248396358,630.0
baicalein,0.196318588654072,85.0,-0.52,0.0646095256357108,631.0
enisamium-iodide,0.172007280551461,90.0,2.206,0.06460145776329314,632.0
NNC-05-2090,0.027787192851412,97.5,9.745999999999999,0.06434367682628461,633.0
BD-1047,0.207576066374206,82.5,-1.936,0.06403592310443629,634.0
pizotifen,0.28462021883819,94.5,0.22400000000000003,0.0639997857289512,635.0
